|      t |        U |        B |        V |        R |
| 0.5979 | -13.9594 | -13.7956 | -13.5249 | -13.3586 |
| 0.6006 | -13.9678 | -13.8038 |  -13.533 | -13.3666 |
| 0.6033 | -13.9735 |  -13.812 | -13.5416 | -13.3764 |
|  0.606 | -13.9804 | -13.8162 | -13.5444 | -13.3768 |
| 0.6088 | -13.9887 | -13.8241 | -13.5518 | -13.3835 |
| 0.6115 | -13.9963 |  -13.831 | -13.5583 |  -13.389 |
| 0.6143 | -14.0049 | -13.8392 | -13.5662 | -13.3968 |
| 0.6171 | -14.0129 | -13.8468 | -13.5737 | -13.4041 |
| 0.6199 | -14.0211 | -13.8548 | -13.5815 | -13.4118 |
| 0.6227 | -14.0294 | -13.8629 | -13.5895 | -13.4198 |
| 0.6255 | -14.0377 |  -13.871 | -13.5975 | -13.4277 |
| 0.6283 | -14.0463 | -13.8794 | -13.6057 | -13.4359 |
| 0.6311 | -14.0547 | -13.8876 | -13.6137 | -13.4439 |
|  0.634 |  -14.063 | -13.8956 | -13.6216 | -13.4517 |
| 0.6369 | -14.0713 | -13.9037 | -13.6296 | -13.4595 |
| 0.6398 | -14.0797 | -13.9119 | -13.6376 | -13.4675 |
| 0.6427 |  -14.088 |   -13.92 | -13.6456 | -13.4754 |
| 0.6456 | -14.0963 | -13.9281 | -13.6535 | -13.4833 |
| 0.6485 | -14.1046 | -13.9362 | -13.6614 | -13.4912 |
| 0.6514 | -14.1133 | -13.9448 | -13.6699 | -13.4997 |
| 0.6544 | -14.1216 | -13.9529 | -13.6779 | -13.5076 |
| 0.6573 | -14.1298 | -13.9608 | -13.6857 | -13.5154 |
| 0.6603 |  -14.138 | -13.9689 | -13.6936 | -13.5233 |
| 0.6633 | -14.1463 | -13.9769 | -13.7016 | -13.5312 |
| 0.6663 | -14.1546 |  -13.985 | -13.7096 | -13.5391 |
| 0.6693 | -14.1629 | -13.9932 | -13.7176 | -13.5471 |
| 0.6723 | -14.1713 | -14.0014 | -13.7257 |  -13.555 |
| 0.6754 | -14.1796 | -14.0095 | -13.7336 | -13.5628 |
| 0.6784 | -14.1886 | -14.0183 | -13.7422 | -13.5715 |
| 0.6815 | -14.1967 | -14.0262 | -13.7499 | -13.5792 |
| 0.6846 | -14.2049 | -14.0341 | -13.7577 | -13.5869 |
| 0.6877 | -14.2132 | -14.0422 | -13.7656 | -13.5947 |
| 0.6908 | -14.2215 | -14.0503 | -13.7735 | -13.6026 |
| 0.6939 | -14.2298 | -14.0584 | -13.7814 | -13.6105 |
| 0.6971 |  -14.238 | -14.0663 | -13.7893 | -13.6184 |
| 0.7002 | -14.2461 | -14.0743 | -13.7972 | -13.6262 |
| 0.7034 | -14.2549 |  -14.083 | -13.8058 | -13.6351 |
| 0.7066 | -14.2632 | -14.0911 | -13.8137 | -13.6431 |
| 0.7098 | -14.2713 | -14.0991 | -13.8215 | -13.6507 |
|  0.713 | -14.2796 | -14.1071 | -13.8294 | -13.6585 |
| 0.7162 | -14.2879 | -14.1152 | -13.8373 | -13.6664 |
| 0.7194 | -14.2962 | -14.1233 | -13.8453 | -13.6743 |
| 0.7227 | -14.3045 | -14.1314 | -13.8532 | -13.6821 |
|  0.726 | -14.3128 | -14.1394 | -13.8611 |   -13.69 |
| 0.7292 | -14.3213 | -14.1477 | -13.8691 |  -13.698 |
| 0.7325 |   -14.33 | -14.1562 | -13.8774 | -13.7062 |
| 0.7359 | -14.3379 | -14.1639 | -13.8849 | -13.7136 |
| 0.7392 |  -14.346 | -14.1718 | -13.8926 | -13.7212 |
| 0.7425 | -14.3544 | -14.1798 | -13.9005 |  -13.729 |
| 0.7459 | -14.3626 | -14.1879 | -13.9084 | -13.7368 |
| 0.7493 | -14.3772 | -14.2029 | -13.9237 |  -13.753 |
| 0.7527 | -14.3818 | -14.2071 | -13.9275 | -13.7557 |
| 0.7561 | -14.3887 | -14.2133 | -13.9332 | -13.7606 |
| 0.7595 | -14.3966 | -14.2209 | -13.9404 | -13.7676 |
| 0.7629 | -14.4045 | -14.2285 | -13.9478 | -13.7749 |
| 0.7664 | -14.4126 | -14.2363 | -13.9554 | -13.7824 |
| 0.7698 | -14.4207 | -14.2442 | -13.9632 | -13.7901 |
| 0.7733 | -14.4292 | -14.2525 | -13.9713 | -13.7982 |
| 0.7768 | -14.4372 | -14.2603 | -13.9789 | -13.8058 |
| 0.7803 | -14.4453 | -14.2681 | -13.9866 | -13.8134 |
| 0.7839 | -14.4534 | -14.2761 | -13.9943 | -13.8211 |
| 0.7874 | -14.4616 |  -14.284 | -14.0022 | -13.8288 |
|  0.791 | -14.4697 | -14.2919 |   -14.01 | -13.8366 |
| 0.7946 | -14.4778 | -14.2998 | -14.0177 | -13.8443 |
| 0.7981 | -14.4859 | -14.3077 | -14.0255 | -13.8521 |
| 0.8018 |  -14.494 | -14.3157 | -14.0333 | -13.8599 |
| 0.8054 | -14.5028 | -14.3243 | -14.0417 | -13.8683 |
|  0.809 | -14.5111 | -14.3324 | -14.0497 | -13.8762 |
| 0.8127 | -14.5193 | -14.3404 | -14.0574 | -13.8838 |
| 0.8164 | -14.5276 | -14.3485 | -14.0653 | -13.8916 |
| 0.8201 |  -14.536 | -14.3565 | -14.0732 | -13.8993 |
| 0.8238 | -14.5442 | -14.3646 |  -14.081 | -13.9071 |
| 0.8275 | -14.5525 | -14.3726 | -14.0888 | -13.9148 |
| 0.8312 | -14.5606 | -14.3805 | -14.0966 | -13.9226 |
|  0.835 | -14.5688 | -14.3884 | -14.1044 | -13.9303 |
| 0.8388 | -14.5769 | -14.3964 | -14.1121 |  -13.938 |
| 0.8426 | -14.5853 | -14.4046 | -14.1202 | -13.9461 |
| 0.8464 |  -14.594 | -14.4131 | -14.1284 | -13.9545 |
| 0.8502 |  -14.602 | -14.4209 | -14.1361 | -13.9621 |
| 0.8541 |   -14.61 | -14.4287 | -14.1438 | -13.9697 |
| 0.8579 | -14.6181 | -14.4366 | -14.1515 | -13.9774 |
| 0.8618 | -14.6262 | -14.4445 | -14.1592 | -13.9851 |
| 0.8657 | -14.6344 | -14.4524 |  -14.167 | -13.9928 |
| 0.8696 | -14.6427 | -14.4605 | -14.1749 | -14.0005 |
| 0.8736 | -14.6509 | -14.4685 | -14.1827 | -14.0083 |
| 0.8775 | -14.6592 | -14.4765 | -14.1905 |  -14.016 |
| 0.8815 | -14.6674 | -14.4845 | -14.1984 | -14.0237 |
| 0.8855 | -14.6757 | -14.4925 | -14.2062 | -14.0315 |
| 0.8895 | -14.6839 | -14.5005 |  -14.214 | -14.0392 |
| 0.8935 | -14.6922 | -14.5085 | -14.2218 | -14.0469 |
| 0.8975 | -14.7015 | -14.5177 | -14.2307 |  -14.056 |
| 0.9016 | -14.7097 | -14.5257 | -14.2385 | -14.0636 |
| 0.9057 | -14.7179 | -14.5336 | -14.2462 | -14.0712 |
| 0.9098 | -14.7262 | -14.5416 |  -14.254 | -14.0789 |
| 0.9139 | -14.7345 | -14.5497 | -14.2618 | -14.0867 |
|  0.918 | -14.7428 | -14.5577 | -14.2696 | -14.0945 |
| 0.9222 |  -14.751 | -14.5657 | -14.2774 | -14.1022 |
| 0.9264 | -14.7592 | -14.5736 | -14.2852 | -14.1099 |
| 0.9306 | -14.7676 | -14.5818 | -14.2932 | -14.1179 |
| 0.9348 | -14.7763 | -14.5904 | -14.3015 | -14.1262 |
|  0.939 | -14.7841 | -14.5979 | -14.3089 | -14.1335 |
| 0.9432 |  -14.792 | -14.6056 | -14.3163 | -14.1408 |
| 0.9475 |    -14.8 | -14.6133 | -14.3239 | -14.1483 |
| 0.9518 | -14.8082 | -14.6213 | -14.3316 | -14.1559 |
| 0.9561 | -14.8165 | -14.6293 | -14.3394 | -14.1636 |
| 0.9604 | -14.8248 | -14.6374 | -14.3473 | -14.1713 |
| 0.9648 | -14.8331 | -14.6453 | -14.3551 |  -14.179 |
| 0.9691 | -14.8413 | -14.6533 | -14.3628 | -14.1867 |
| 0.9735 | -14.8499 | -14.6616 |  -14.371 | -14.1949 |
| 0.9779 | -14.8588 | -14.6704 | -14.3796 | -14.2037 |
| 0.9824 | -14.8668 | -14.6781 | -14.3871 | -14.2109 |
| 0.9868 | -14.8748 | -14.6858 | -14.3946 | -14.2183 |
| 0.9913 |  -14.883 | -14.6938 | -14.4024 | -14.2259 |
| 0.9957 | -14.8911 | -14.7016 | -14.4101 | -14.2334 |
| 1.0003 | -14.8991 | -14.7094 | -14.4178 |  -14.241 |
| 1.0048 | -14.9077 | -14.7178 | -14.4259 | -14.2491 |
| 1.0093 | -14.9157 | -14.7255 | -14.4334 | -14.2565 |
| 1.0139 | -14.9238 | -14.7333 | -14.4411 |  -14.264 |
| 1.0185 | -14.9322 | -14.7414 |  -14.449 | -14.2718 |
| 1.0231 | -14.9404 | -14.7494 | -14.4569 | -14.2795 |
| 1.0277 | -14.9491 | -14.7578 | -14.4651 | -14.2876 |
| 1.0324 | -14.9565 |  -14.765 | -14.4721 | -14.2943 |
|  1.037 | -14.9645 | -14.7726 | -14.4795 | -14.3015 |
| 1.0417 | -14.9728 | -14.7807 | -14.4874 | -14.3092 |
| 1.0464 | -14.9809 | -14.7886 | -14.4951 | -14.3168 |
| 1.0512 | -14.9888 | -14.7962 | -14.5026 | -14.3241 |
| 1.0559 | -14.9976 | -14.8048 |  -14.511 | -14.3324 |
| 1.0607 |  -14.997 |  -14.803 | -14.5092 | -14.3249 |
| 1.0655 | -15.0191 | -14.8275 | -14.5338 | -14.3568 |
| 1.0703 | -15.0243 | -14.8318 | -14.5376 | -14.3585 |
| 1.0752 | -15.0312 | -14.8379 | -14.5433 | -14.3628 |
|   1.08 | -15.0389 |  -14.845 | -14.5501 | -14.3693 |
| 1.0849 | -15.0468 | -14.8526 | -14.5575 | -14.3767 |
| 1.0898 | -15.0548 | -14.8604 | -14.5651 | -14.3841 |
| 1.0948 | -15.0628 | -14.8681 | -14.5727 | -14.3916 |
| 1.0997 | -15.0705 | -14.8756 |   -14.58 | -14.3988 |
| 1.1047 | -15.0784 | -14.8832 | -14.5875 |  -14.406 |
| 1.1097 | -15.0864 |  -14.891 | -14.5951 | -14.4135 |
| 1.1147 | -15.0944 | -14.8988 | -14.6028 | -14.4209 |
| 1.1198 | -15.1029 | -14.9072 | -14.6109 | -14.4292 |
| 1.1248 | -15.1109 | -14.9149 | -14.6185 | -14.4366 |
| 1.1299 | -15.1189 | -14.9227 | -14.6261 |  -14.444 |
|  1.135 | -15.1269 | -14.9304 | -14.6337 | -14.4514 |
| 1.1402 |  -15.135 | -14.9383 | -14.6415 | -14.4589 |
| 1.1453 | -15.1432 | -14.9462 | -14.6492 | -14.4664 |
| 1.1505 | -15.1513 | -14.9541 | -14.6569 | -14.4739 |
| 1.1557 | -15.1594 |  -14.962 | -14.6646 | -14.4815 |
| 1.1609 | -15.1679 | -14.9704 | -14.6729 | -14.4899 |
| 1.1662 | -15.1759 | -14.9781 | -14.6804 | -14.4972 |
| 1.1715 | -15.1839 | -14.9859 |  -14.688 | -14.5046 |
| 1.1768 | -15.1919 | -14.9937 | -14.6957 |  -14.512 |
| 1.1821 |    -15.2 | -15.0015 | -14.7034 | -14.5195 |
| 1.1874 | -15.2081 | -15.0094 | -14.7111 |  -14.527 |
| 1.1928 | -15.2162 | -15.0172 | -14.7188 | -14.5345 |
| 1.1982 | -15.2243 | -15.0251 | -14.7265 |  -14.542 |
| 1.2036 | -15.2325 |  -15.033 | -14.7343 | -14.5495 |
| 1.2091 | -15.2413 | -15.0417 | -14.7428 | -14.5583 |
| 1.2145 | -15.2493 | -15.0496 | -14.7505 | -14.5657 |
|   1.22 | -15.2573 | -15.0572 |  -14.758 |  -14.573 |
| 1.2256 | -15.2653 |  -15.065 | -14.7656 | -14.5803 |
| 1.2311 | -15.2734 | -15.0729 | -14.7734 | -14.5878 |
| 1.2367 | -15.2816 | -15.0809 | -14.7811 | -14.5953 |
| 1.2423 | -15.2897 | -15.0888 | -14.7889 | -14.6028 |
| 1.2479 |  -15.298 | -15.0969 | -14.7968 | -14.6107 |
| 1.2535 | -15.3065 | -15.1054 | -14.8052 | -14.6194 |
| 1.2592 | -15.3145 |  -15.113 | -14.8127 | -14.6267 |
| 1.2649 | -15.3223 | -15.1207 | -14.8202 |  -14.634 |
| 1.2706 | -15.3303 | -15.1284 | -14.8278 | -14.6413 |
| 1.2764 | -15.3383 | -15.1362 | -14.8355 | -14.6488 |
| 1.2822 | -15.3464 | -15.1441 | -14.8432 | -14.6562 |
|  1.288 | -15.3545 |  -15.152 |  -14.851 | -14.6637 |
| 1.2938 | -15.3626 | -15.1599 | -14.8588 | -14.6711 |
| 1.2996 | -15.3707 | -15.1677 | -14.8665 | -14.6785 |
| 1.3055 | -15.3795 | -15.1763 | -14.8749 | -14.6871 |
| 1.3114 | -15.3875 | -15.1842 | -14.8826 | -14.6944 |
| 1.3174 | -15.3953 | -15.1917 |   -14.89 | -14.7015 |
| 1.3233 | -15.4032 | -15.1994 | -14.8976 | -14.7087 |
| 1.3293 | -15.4113 | -15.2073 | -14.9053 | -14.7161 |
| 1.3353 | -15.4196 | -15.2153 | -14.9131 | -14.7236 |
| 1.3414 | -15.4277 | -15.2232 | -14.9209 |  -14.731 |
| 1.3474 | -15.4365 | -15.2318 | -14.9293 | -14.7394 |
| 1.3535 | -15.4445 | -15.2395 | -14.9369 | -14.7466 |
| 1.3597 | -15.4523 | -15.2472 | -14.9444 | -14.7538 |
| 1.3658 | -15.4603 | -15.2549 |  -14.952 | -14.7611 |
|  1.372 | -15.4683 | -15.2627 | -14.9597 | -14.7685 |
| 1.3782 | -15.4764 | -15.2706 | -14.9674 | -14.7759 |
| 1.3844 | -15.4845 | -15.2785 | -14.9753 | -14.7834 |
| 1.3907 | -15.4926 | -15.2864 | -14.9831 | -14.7909 |
|  1.397 | -15.5007 | -15.2943 | -14.9908 | -14.7983 |
| 1.4033 | -15.5087 | -15.3021 | -14.9985 | -14.8056 |
| 1.4097 | -15.5174 | -15.3107 | -15.0069 |  -14.814 |
|  1.416 | -15.5255 | -15.3186 | -15.0147 | -14.8216 |
| 1.4224 | -15.5333 | -15.3261 | -15.0221 | -14.8286 |
| 1.4289 | -15.5411 | -15.3337 | -15.0296 | -14.8357 |
| 1.4353 | -15.5491 | -15.3416 | -15.0373 |  -14.843 |
| 1.4418 | -15.5573 | -15.3496 | -15.0452 | -14.8505 |
| 1.4484 | -15.5655 | -15.3576 | -15.0531 |  -14.858 |
| 1.4549 | -15.5736 | -15.3655 | -15.0608 | -14.8654 |
| 1.4615 | -15.5822 | -15.3738 | -15.0691 | -14.8736 |
| 1.4681 | -15.5903 | -15.3817 | -15.0769 | -14.8811 |
| 1.4748 | -15.5981 | -15.3894 | -15.0844 | -14.8883 |
| 1.4814 |  -15.606 | -15.3971 |  -15.092 | -14.8955 |
| 1.4881 |  -15.614 | -15.4049 | -15.0997 | -14.9029 |
| 1.4949 |  -15.622 | -15.4128 | -15.1075 | -14.9104 |
| 1.5016 | -15.6301 | -15.4207 | -15.1154 | -14.9178 |
| 1.5084 | -15.6381 | -15.4286 | -15.1232 | -14.9252 |
| 1.5152 | -15.6462 | -15.4365 |  -15.131 | -14.9327 |
| 1.5221 | -15.6543 | -15.4444 | -15.1389 |   -14.94 |
|  1.529 | -15.6629 | -15.4528 | -15.1472 | -14.9482 |
| 1.5359 | -15.6714 | -15.4611 | -15.1554 | -14.9563 |
| 1.5429 | -15.6791 | -15.4687 | -15.1628 | -14.9633 |
| 1.5498 | -15.6869 | -15.4763 | -15.1703 | -14.9703 |
| 1.5568 | -15.6948 | -15.4841 |  -15.178 | -14.9776 |
| 1.5639 |  -15.703 | -15.4921 | -15.1859 | -14.9851 |
|  1.571 | -15.7111 |    -15.5 | -15.1938 | -14.9925 |
| 1.5781 | -15.7194 | -15.5081 | -15.2019 | -15.0003 |
| 1.5852 | -15.7282 | -15.5167 | -15.2104 |  -15.009 |
| 1.5924 | -15.7359 | -15.5243 |  -15.218 | -15.0161 |
| 1.5996 | -15.7437 | -15.5319 | -15.2255 | -15.0232 |
| 1.6068 | -15.7515 | -15.5397 | -15.2332 | -15.0305 |
| 1.6141 | -15.7595 | -15.5475 |  -15.241 | -15.0379 |
| 1.6214 | -15.7676 | -15.5555 | -15.2489 | -15.0453 |
| 1.6287 | -15.7757 | -15.5634 | -15.2568 | -15.0528 |
| 1.6361 | -15.7838 | -15.5714 | -15.2647 | -15.0602 |
| 1.6435 | -15.7919 | -15.5793 | -15.2725 | -15.0676 |
| 1.6509 |    -15.8 | -15.5872 | -15.2804 |  -15.075 |
| 1.6584 |  -15.809 |  -15.596 | -15.2891 | -15.0836 |
| 1.6659 | -15.8168 | -15.6037 | -15.2968 | -15.0908 |
| 1.6735 | -15.8244 | -15.6111 | -15.3042 | -15.0977 |
|  1.681 |  -15.832 | -15.6187 | -15.3117 | -15.1047 |
| 1.6886 | -15.8399 | -15.6264 | -15.3194 |  -15.112 |
| 1.6963 |  -15.848 | -15.6344 | -15.3273 | -15.1194 |
|  1.704 | -15.8559 | -15.6423 | -15.3352 | -15.1267 |
| 1.7117 | -15.8638 |   -15.65 | -15.3429 |  -15.134 |
| 1.7194 | -15.8725 | -15.6585 | -15.3514 | -15.1424 |
| 1.7272 | -15.8803 | -15.6661 |  -15.359 | -15.1495 |
|  1.735 | -15.8883 |  -15.674 | -15.3668 | -15.1568 |
| 1.7429 | -15.8965 |  -15.682 | -15.3748 | -15.1644 |
| 1.7507 | -15.9046 | -15.6901 | -15.3828 |  -15.172 |
| 1.7587 | -15.9527 | -15.7359 | -15.4337 |  -15.218 |
| 1.7666 | -15.9112 | -15.6946 | -15.3882 | -15.1722 |
| 1.7746 | -15.9147 | -15.6994 | -15.3934 | -15.1781 |
| 1.7826 |  -15.927 | -15.7107 | -15.4053 | -15.1878 |
| 1.7907 | -15.9352 | -15.7191 | -15.4137 | -15.1965 |
| 1.7988 | -15.9423 | -15.7261 | -15.4207 | -15.2025 |
| 1.8069 | -15.9497 | -15.7333 | -15.4278 | -15.2088 |
| 1.8151 | -15.9576 | -15.7411 | -15.4357 | -15.2159 |
| 1.8233 | -15.9653 | -15.7487 | -15.4432 | -15.2229 |
| 1.8316 | -15.9731 | -15.7564 | -15.4508 | -15.2299 |
| 1.8399 | -15.9814 | -15.7645 | -15.4591 | -15.2376 |
| 1.8482 | -15.9893 | -15.7723 | -15.4669 | -15.2448 |
| 1.8566 |  -15.997 |   -15.78 | -15.4745 |  -15.252 |
|  1.865 | -16.0048 | -15.7877 | -15.4822 | -15.2592 |
| 1.8734 | -16.0127 | -15.7955 |   -15.49 | -15.2665 |
| 1.8819 | -16.0206 | -15.8034 | -15.4978 | -15.2739 |
| 1.8904 | -16.0285 | -15.8112 | -15.5056 | -15.2812 |
| 1.8989 | -16.0368 | -15.8194 | -15.5141 |  -15.289 |
| 1.9075 | -16.0447 | -15.8273 | -15.5222 | -15.2965 |
| 1.9162 | -16.0524 |  -15.835 | -15.5298 | -15.3037 |
| 1.9248 | -16.0602 | -15.8427 | -15.5375 |  -15.311 |
| 1.9335 | -16.0681 | -15.8506 | -15.5454 | -15.3183 |
| 1.9423 | -16.0761 | -15.8585 | -15.5533 | -15.3257 |
| 1.9511 |  -16.084 | -15.8663 | -15.5611 |  -15.333 |
| 1.9599 | -16.0918 | -15.8741 | -15.5689 | -15.3404 |
| 1.9688 | -16.0999 | -15.8822 | -15.5772 |  -15.348 |
| 1.9777 | -16.1081 | -15.8903 | -15.5856 | -15.3558 |
| 1.9866 | -16.1158 |  -15.898 | -15.5933 |  -15.363 |
| 1.9956 | -16.1235 | -15.9057 | -15.6011 | -15.3702 |
| 2.0046 | -16.1312 | -15.9134 | -15.6089 | -15.3775 |
| 2.0137 |  -16.139 | -15.9212 | -15.6168 | -15.3848 |
| 2.0228 | -16.1468 |  -15.929 | -15.6246 | -15.3922 |
|  2.032 | -16.1546 | -15.9368 | -15.6324 | -15.3995 |
| 2.0412 | -16.1625 | -15.9446 | -15.6402 | -15.4069 |
| 2.0504 | -16.1703 | -15.9524 | -15.6481 | -15.4142 |
| 2.0597 |  -16.179 | -15.9611 | -15.6573 | -15.4225 |
|  2.069 | -16.1865 | -15.9686 | -15.6649 | -15.4296 |
| 2.0784 | -16.1941 | -15.9762 | -15.6725 | -15.4367 |
| 2.0878 | -16.2018 | -15.9839 | -15.6803 | -15.4439 |
| 2.0972 | -16.2095 | -15.9916 | -15.6881 | -15.4512 |
| 2.1067 | -16.2172 | -15.9994 |  -15.696 | -15.4585 |
| 2.1162 |  -16.225 | -16.0072 | -15.7038 | -15.4658 |
| 2.1258 | -16.2327 |  -16.015 | -15.7116 | -15.4732 |
| 2.1354 | -16.2404 | -16.0227 | -15.7194 | -15.4805 |
| 2.1451 | -16.2481 | -16.0304 | -15.7272 | -15.4878 |
| 2.1548 | -16.2564 | -16.0387 |  -15.736 | -15.4958 |
| 2.1645 | -16.2641 | -16.0465 | -15.7439 | -15.5031 |
| 2.1743 | -16.2716 |  -16.054 | -15.7515 | -15.5101 |
| 2.1842 | -16.2791 | -16.0615 | -15.7592 | -15.5172 |
| 2.1941 | -16.2868 | -16.0693 | -15.7671 | -15.5245 |
|  2.204 | -16.2946 | -16.0772 |  -15.775 | -15.5318 |
|  2.214 | -16.3025 |  -16.085 |  -15.783 | -15.5392 |
|  2.224 | -16.3103 | -16.0929 | -15.7909 | -15.5466 |
|  2.234 | -16.3184 |  -16.101 | -15.7994 | -15.5544 |
| 2.2442 | -16.3259 | -16.1086 | -15.8071 | -15.5615 |
| 2.2543 | -16.3335 | -16.1163 | -15.8149 | -15.5688 |
| 2.2645 | -16.3413 | -16.1241 | -15.8228 | -15.5762 |
| 2.2748 |  -16.349 | -16.1319 | -15.8307 | -15.5836 |
|  2.285 | -16.3568 | -16.1397 | -15.8386 |  -15.591 |
| 2.2954 | -16.3645 | -16.1475 | -15.8464 | -15.5984 |
| 2.3058 | -16.3723 | -16.1553 | -15.8544 | -15.6057 |
| 2.3162 | -16.3803 | -16.1634 |  -15.863 | -15.6136 |
| 2.3267 | -16.3873 | -16.1705 | -15.8701 | -15.6203 |
| 2.3372 | -16.3946 | -16.1779 | -15.8776 | -15.6271 |
| 2.3478 | -16.4021 | -16.1855 | -15.8854 | -15.6342 |
| 2.3584 | -16.4099 | -16.1934 | -15.8934 | -15.6415 |
| 2.3691 | -16.4177 | -16.2012 | -15.9015 |  -15.649 |
| 2.3798 | -16.4252 | -16.2089 | -15.9093 | -15.6562 |
| 2.3906 | -16.4331 | -16.2167 | -15.9173 | -15.6636 |
| 2.4014 |  -16.441 | -16.2247 | -15.9254 | -15.6712 |
| 2.4122 |  -16.449 | -16.2328 | -15.9338 |  -15.679 |
| 2.4232 |  -16.456 | -16.2399 |  -15.941 | -15.6858 |
| 2.4341 | -16.4634 | -16.2474 | -15.9487 | -15.6928 |
| 2.4451 | -16.4715 | -16.2556 | -15.9571 | -15.7004 |
| 2.4562 | -16.4798 | -16.2639 | -15.9655 | -15.7084 |
| 2.4673 | -16.4881 | -16.2722 | -15.9741 | -15.7166 |
| 2.4785 | -16.4985 | -16.2823 | -15.9844 | -15.7266 |
| 2.4897 | -16.5037 | -16.2877 | -15.9897 | -15.7336 |
|  2.501 | -16.5072 | -16.2916 | -15.9937 | -15.7363 |
| 2.5123 | -16.5142 | -16.2985 | -16.0013 | -15.7417 |
| 2.5236 | -16.5211 | -16.3055 | -16.0085 |  -15.748 |
| 2.5351 | -16.5279 | -16.3124 | -16.0157 | -15.7543 |
| 2.5465 | -16.5351 | -16.3197 | -16.0233 |  -15.761 |
|  2.558 | -16.5422 | -16.3269 | -16.0306 | -15.7677 |
| 2.5696 | -16.5494 | -16.3342 | -16.0381 | -15.7746 |
| 2.5812 | -16.5568 | -16.3417 | -16.0458 | -15.7816 |
| 2.5929 | -16.5642 | -16.3493 | -16.0536 | -15.7887 |
| 2.6047 |  -16.572 | -16.3571 | -16.0618 | -15.7962 |
| 2.6164 | -16.5793 | -16.3646 | -16.0695 | -15.8033 |
| 2.6283 | -16.5867 | -16.3721 | -16.0773 | -15.8104 |
| 2.6402 | -16.5941 | -16.3797 | -16.0851 | -15.8176 |
| 2.6521 | -16.6015 | -16.3873 |  -16.093 | -15.8249 |
| 2.6641 | -16.6089 | -16.3948 | -16.1008 | -15.8321 |
| 2.6762 | -16.6163 | -16.4024 | -16.1086 | -15.8393 |
| 2.6883 | -16.6239 | -16.4101 | -16.1167 | -15.8467 |
| 2.7004 | -16.6312 | -16.4175 | -16.1244 | -15.8539 |
| 2.7127 | -16.6383 | -16.4249 |  -16.132 | -15.8609 |
| 2.7249 | -16.6455 | -16.4323 | -16.1397 | -15.8679 |
| 2.7373 | -16.6527 | -16.4397 | -16.1474 |  -15.875 |
| 2.7497 | -16.6601 | -16.4473 | -16.1553 | -15.8822 |
| 2.7621 | -16.6675 | -16.4549 | -16.1631 | -15.8894 |
| 2.7746 | -16.6749 | -16.4624 |  -16.171 | -15.8966 |
| 2.7871 | -16.6822 |   -16.47 | -16.1788 | -15.9038 |
| 2.7998 | -16.6897 | -16.4776 | -16.1868 | -15.9111 |
| 2.8124 | -16.6971 | -16.4852 | -16.1948 | -15.9184 |
| 2.8251 | -16.7044 | -16.4927 | -16.2025 | -15.9255 |
| 2.8379 | -16.7117 | -16.5002 | -16.2104 | -15.9327 |
| 2.8508 | -16.7191 | -16.5078 | -16.2183 | -15.9399 |
| 2.8637 | -16.7265 | -16.5154 | -16.2262 | -15.9472 |
| 2.8766 | -16.7337 | -16.5229 |  -16.234 | -15.9544 |
| 2.8896 |  -16.741 | -16.5303 | -16.2419 | -15.9617 |
| 2.9027 |  -16.748 | -16.5375 | -16.2495 | -15.9686 |
| 2.9158 | -16.7548 | -16.5446 | -16.2568 | -15.9754 |
|  2.929 | -16.7617 | -16.5518 | -16.2643 | -15.9822 |
| 2.9423 | -16.7689 | -16.5592 | -16.2721 | -15.9893 |
| 2.9556 | -16.7761 | -16.5666 | -16.2799 | -15.9964 |
|  2.969 | -16.7833 |  -16.574 | -16.2878 | -16.0037 |
| 2.9824 | -16.7903 | -16.5813 | -16.2955 | -16.0107 |
| 2.9959 | -16.7975 | -16.5887 | -16.3032 | -16.0177 |
| 3.0095 | -16.8047 | -16.5962 | -16.3113 |  -16.025 |
| 3.0231 | -16.8118 | -16.6036 |  -16.319 | -16.0321 |
| 3.0368 | -16.8189 |  -16.611 | -16.3267 | -16.0392 |
| 3.0505 |  -16.826 | -16.6183 | -16.3345 | -16.0464 |
| 3.0643 | -16.8331 | -16.6257 | -16.3422 | -16.0536 |
| 3.0782 | -16.8399 | -16.6327 | -16.3497 | -16.0604 |
| 3.0921 | -16.8471 | -16.6402 | -16.3576 | -16.0676 |
| 3.1061 | -16.8539 | -16.6473 | -16.3651 | -16.0745 |
| 3.1201 | -16.8611 | -16.6548 | -16.3731 | -16.0817 |
| 3.1343 | -16.8677 | -16.6617 | -16.3804 | -16.0884 |
| 3.1484 | -16.8749 | -16.6691 | -16.3883 | -16.0955 |
| 3.1627 | -16.8813 | -16.6759 | -16.3955 | -16.1021 |
|  3.177 | -16.8884 | -16.6833 | -16.4032 | -16.1091 |
| 3.1914 | -16.8948 | -16.6901 | -16.4104 | -16.1157 |
| 3.2058 | -16.9016 | -16.6972 | -16.4179 | -16.1224 |
| 3.2203 | -16.9085 | -16.7044 | -16.4256 | -16.1293 |
| 3.2349 | -16.9154 | -16.7116 | -16.4333 | -16.1363 |
| 3.2495 | -16.9221 | -16.7187 | -16.4407 |  -16.143 |
| 3.2642 | -16.9288 | -16.7257 | -16.4481 | -16.1498 |
|  3.279 | -16.9359 |  -16.733 |  -16.456 | -16.1568 |
