"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"168108","AT 2024adqr","14:36:10.840","-13:16:12.24","","","","","ZTF","ZTF","","ZTF","ZTF24abwzcrg","P48 - ZTF-Cam","","1","1","","19.3327","r-ZTF","2024-12-07 13:24:02.001","Fritz","","2024TNSTR4813....1S","",""
"168106","AT 2024adqp","15:24:57.409","-03:32:31.16","","","","","ZTF","ZTF","","ZTF","ZTF24abxglvr","P48 - ZTF-Cam","","1","1","","17.95","r-ZTF","2024-12-07 13:39:53.999","Fritz","","2024TNSTR4815....1R","",""
"168105","AT 2024adqo","15:19:41.273","-05:16:17.79","","","","","ZTF","ZTF","","ZTF","ZTF24abwzdgb","P48 - ZTF-Cam","","1","1","","18.2373","r-ZTF","2024-12-07 13:36:30.000","Fritz","","2024TNSTR4815....1R","",""
"168102","AT 2024adql","10:46:16.523","-01:50:19.18","","","","","ZTF","ZTF","","ZTF","ZTF24abwyxhq","P48 - ZTF-Cam","","1","1","","20.1375","g-ZTF","2024-12-07 12:30:06.001","Fritz","","2024TNSTR4813....1S","",""
"168091","AT 2024adqc","06:59:50.348","-28:24:29.64","","","","","GOTO","GOTO","","GOTO","GOTO24ivo","GOTO-S - GOTO-3","","1","1","","19.08","L-GOTO","2024-12-06 14:59:59.136","GOTO_bot","","2024TNSTR4805....1K","",""
"168085","AT 2024adpw","20:30:17.377","+04:10:57.50","","","","","ZTF","ZTF","","ZTF","ZTF24abwtmbd","P48 - ZTF-Cam","","1","1","","19.4304","r-ZTF","2024-12-07 02:38:41.997","Fritz","","2024TNSTR4813....1S","",""
"168080","AT 2024adpr","21:31:06.640","-43:10:45.50","","","","","MASTER","MASTER","","MASTER","MASTER OT J213106.64-431045.5","Other - Other","","1","1","","19.5","Clear-","2024-12-07 01:07:35.616","MASTER","","2024TNSTR4808....1T","",""
"168079","AT 2024adpq","06:33:43.093","-34:10:57.98","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24rge","ATLAS-CHL - ATLAS-04, GOTO-S - GOTO-3","","1","1","","19.001","cyan-ATLAS","2024-12-06 04:21:26.784","ATLAS_Bot1","","2024TNSTR4804....1T","",""
"168078","AT 2024adpp","06:04:32.280","+00:37:26.60","","","","","XOSS, GOTO","XOSS, GOTO","","GOTO; XOSS","KATS24X012","GOTO-N - GOTO-2, Other - Other","","1","1","","18.58","Clear-","2024-12-06 18:41:42.144","Zhang","","2024TNSTR4811....1M","",""
"168077","AT 2024adpo","01:01:39.160","+80:04:04.40","","","WISEA J010139.68+800405.4","","XOSS","XOSS","","XOSS","KATS24X011","Other - Other","","1","1","","19.09","Clear-","2024-12-06 15:14:43.008","Zhang","","2024TNSTR4809....1X","",""
"168076","AT 2024adpn","23:26:57.560","+39:49:35.70","","","","","XOSS, GOTO","XOSS, GOTO","","GOTO; XOSS","KATS24X010","GOTO-N - GOTO-1, Other - Other","","1","1","","17.33","Clear-","2024-12-06 14:19:03.648","Zhang","","2024TNSTR4811....1M","",""
"168073","AT 2024adpk","13:38:49.132","+39:32:32.81","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rfp","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","19.124","cyan-ATLAS","2024-12-07 14:42:43.200","ATLAS_Bot1","","2024TNSTR4790....1T","",""
"168072","AT 2024adpj","12:20:11.124","+63:44:33.27","","","","","ATLAS, ZTF, GOTO","ATLAS, ZTF, GOTO","","ATLAS; GOTO; ZTF","ATLAS24rfo","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","19.195","cyan-ATLAS","2024-12-07 14:13:38.784","ATLAS_Bot1","","2024TNSTR4790....1T","",""
"168071","AT 2024adpi","10:33:47.557","+47:37:55.13","","","","","ATLAS, ZTF","ATLAS, ZTF","","ATLAS; ZTF","ATLAS24rfm","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","19.319","cyan-ATLAS","2024-12-07 13:31:28.992","ATLAS_Bot1","","2024TNSTR4790....1T","",""
"168070","AT 2024adph","08:36:23.535","+26:08:01.20","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rfl","ATLAS-MLO - ATLAS-01","","1","1","","19.061","orange-ATLAS","2024-12-07 12:04:20.928","ATLAS_Bot1","","2024TNSTR4790....1T","",""
"168064","AT 2024adpb","08:46:42.609","-16:36:24.90","","","","","ATLAS, ZTF","ATLAS, ZTF","","ATLAS; ZTF","ATLAS24ret","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam","","1","1","","19.619","cyan-ATLAS","2024-12-06 06:33:01.152","ATLAS_Bot1","","2024TNSTR4790....1T","",""
"168063","AT 2024adpa","19:26:35.256","+45:58:40.09","","","","","GOTO","GOTO","","GOTO","GOTO24ium","GOTO-N - GOTO-1","","1","1","","19.75","L-GOTO","2024-12-07 19:32:02.688","GOTO_bot","","2024TNSTR4791....1K","",""
"168061","AT 2024adoy","10:41:02.198","-02:36:06.10","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24rec","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-2","","1","1","","18.83","cyan-ATLAS","2024-12-07 07:46:33.600","ATLAS_Bot1","","2024TNSTR4790....1T","",""
"168010","AT 2024adna","04:59:46.996","+33:05:14.79","","","","","ALeRCE","ZTF","","ALeRCE","ZTF24abqomjm","P48 - ZTF-Cam","","1","1","","20.4084","r-ZTF","2024-12-06 06:07:10.004","ALeRCE","","2024TNSTR4779....1M","",""
"168004","AT 2024admu","01:41:04.265","-04:20:07.42","","","SDSS J014104.15-042008.9","","ALeRCE, BlackGEM","ZTF, BlackGEM","","ALeRCE; BlackGEM","ZTF24abwmhlt","BG2 - BlackGEM-Cam2, BG3 - BlackGEM-Cam3, P48 - ZTF-Cam","","1","1","","19.9498","g-ZTF","2024-12-06 04:29:23.004","ALeRCE","","2024TNSTR4779....1M","",""
"168001","AT 2024admr","11:16:00.895","+38:01:38.99","","","","","ALeRCE","ZTF","","ALeRCE","ZTF24abwstll","P48 - ZTF-Cam","","1","1","","19.8357","g-ZTF","2024-12-06 12:23:18.997","ALeRCE","","2024TNSTR4779....1M","",""
"168000","SN 2024admq","10:27:49.189","-26:45:06.72","SN Ia","0.081","2MASX J10274956-2645116","0.07998","ALeRCE, GOTO","ZTF, GOTO","ePESSTO+","ALeRCE; GOTO","ZTF24abwsujt","GOTO-S - GOTO-3, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","18.8295","g-ZTF","2024-12-06 12:29:39.002","ALeRCE","","2024TNSTR4779....1M","2024TNSCR4837....1D",""
"167999","AT 2024admp","14:23:42.778","+55:16:47.45","","","SDSS J142342.76+551647.3","","ALeRCE, GOTO","ZTF, GOTO","","ALeRCE; GOTO","ZTF24abwsvqt","GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","19.4123","g-ZTF","2024-12-06 12:51:45.000","ALeRCE","","2024TNSTR4779....1M","",""
"167998","AT 2024admo","13:17:21.691","+38:05:39.44","","","SDSS J131721.61+380539.7","0.09527273","ALeRCE, ATLAS","ZTF, ATLAS","","ALeRCE; ATLAS","ZTF24abwsvtl","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","19.2239","g-ZTF","2024-12-06 12:53:46.997","ALeRCE","","2024TNSTR4779....1M","",""
"167996","SN 2024admm","03:36:06.803","-05:10:30.12","SN II","0.016","PS1 101790540289671286","","SGLF, ATLAS","ZTF, ATLAS","ZTF, ePESSTO+","ATLAS; SGLF","ZTF24abwniiv","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT, P60 - SEDM","1","1","","17.638","r-ZTF","2024-12-06 05:58:51.000","Perez-Fournon","","2024TNSTR4784....1P","2024TNSCR4820....1S, 2024TNSCR4817....1S",""
"167995","SN 2024adml","10:10:40.485","-02:26:05.03","SN Ic-BL","0.037","6dFGS gJ101040.9-022557","0.037346","ALeRCE, GOTO, ATLAS","ZTF, GOTO, ATLAS","ePESSTO+","ALeRCE; ATLAS; GOTO","ZTF24abwsaxu","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","18.3632","r-ZTF","2024-12-06 11:05:02.000","ALeRCE","","2024TNSTR4779....1M","2024TNSCR4837....1D",""
"167994","AT 2024admk","09:37:21.104","-30:19:35.91","","","","","GOTO, ATLAS","GOTO, ATLAS","","ATLAS; GOTO","GOTO24iuh","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","18.97","L-GOTO","2024-12-06 14:31:37.056","GOTO_bot","","2024TNSTR4782....1O","",""
"167991","AT 2024admh","08:25:08.031","-16:07:26.19","","","","","ATLAS, ZTF","ATLAS, ZTF","","ATLAS; ZTF","ATLAS24rcr","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam","","1","1","","19.355","cyan-ATLAS","2024-12-06 06:19:56.640","ATLAS_Bot1","","2024TNSTR4780....1T","",""
"167986","AT 2024admc","02:18:52.072","+33:43:18.64","","","UGC 01778","0.016805","SGLF, ATLAS","ZTF, ATLAS","","ATLAS; SGLF","ZTF24abwmzop","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","19.47","r-ZTF","2024-12-06 05:30:15.000","Perez-Fournon","","2024TNSTR4785....1P","",""
